,review_comment_message,review_creation_year,review_score,review_type
5814,"Recebi até antes do prazo combinado.
Muito obrigada!",2018,5,positive
5815,Passou do prazo ,2018,1,negative
5816,Produto de ótima qualidade e chegou antes do prazo. ,2018,5,positive
5819,Gostei bastante do produto e meu gatinho também gostou!! :D,2018,5,positive
5820,lannister é nota 10 sempre.,2018,5,positive
5821,"Fiz um pedido, este não foi entregue no prazo (40 dias após a compra) e cancelaram meu pedido. Para compensar, me deram o valor em crédito",2017,1,negative
5823,Além de não entregarem.não fui avisada nem reembolsada.,2017,1,negative
5824,correta ,2018,4,positive
5825,Satisfeito com a entrega... atendimento e produto ,2017,5,positive
5826,Muito bom produto,2017,5,positive
5827,Comprei duas caixas e recebi apenas uma!!!,2018,1,negative
5834,Gostei muito da pulseira,2017,3,neutral
5835,"Até o presente, não recebi o produto que paguei, quero saber como proceder, para receber o dinheiro de volta",2017,1,negative
5836,"Recebi tintas que não eram originais, imediatamente entrei em contato com a loja e recebi o valor de volta. ",2018,5,positive
5840,excelente...entrega rapida,2017,5,positive
5841,Produto de qualidade ,2018,5,positive
5843,Entrega rápida e produto de qualidade!!!,2018,5,positive
5848,"Produto de ótima qualidade, loja atenciosa entregou com muita antecedência ao prazo estipulado. ",2017,5,positive
5849,"Recebi o produto como anunciado, o mesmo funciona como prometidos.",2018,5,positive
5850,"Bom dia! 
Estou insatisfeita com a segunda compra, pois era para ser entregue até 27/04/2017 e até o momento não a recebi. Já terminei de pagar e a mercadoria não me foi entregue.",2017,2,negative
5851,"O prazo máximo de entrega seria dia 27 de abril, e até a presente data não recebi o produto.",2018,1,negative
5852,O pedido foi cancelado e não consegui utilizar o crédito!! Preciso de um novo voucher do meu credito referente essa compra.,2017,1,negative
5855,Cortina muito linda e delicada. Comprei para colocar no quarto da minha bebe e ficou perfeita!! Super recomendo!!!,2017,5,positive
5856,Muito bom ! Chegou no prazo ! Adorei !,2017,5,positive
5857,Recomendo para todos ,2017,5,positive
5859,Tudo dentro do prometido. O produto é muito bom.,2018,5,positive
5861,Recomendo a loja e os produtos são de ótima qualidade ,2018,5,positive
5866,Bom,2018,4,positive
5867,Produto entregue bem antes do prazo parabéns ,2018,5,positive
5871,Vcs são todos enrolados não teem respeito com p cliente até hoje meu produto não chegou só sabem mentir entregar que é bom nada mais de 20 dias e não me entregaram nada ,2018,1,negative
5873,otima loja ,2018,3,neutral
5877,"Otimo site, bons preços.",2017,5,positive
5879,"Não entendi o que houve. No site consta que meu pedido foi entregue, porém, não chegou a minha casa.",2017,1,negative
5884,"Recebi meu produto tudo certinho e antes do prazo, adorei a empresa está de parabens.
",2018,5,positive
5885,"Quanto à entrega e prazo do produto, tudo correu bem. Sendo que ao funcionar, o conversor apresentou um ruído intermitente. Gostaria de saber se tem como substituir por outro que não faça ruído. ",2018,3,neutral
5888,"O produto chegou na cor correta,, e na qualidade esperada, porém paguei frete para ter a comodidade de receber meu produto em casa e tive que buscar nas agências dos correios. ",2017,3,neutral
5891,ENTREGA OK,2017,4,positive
5893,o melhor site para comprar.,2018,5,positive
5894,"O produto é igual a oferta, porém é Xing ling na veja, não chega aos prometidos 20000mah, tenho um j5 e com os 100% de carga, deu 2 recargas completas e meia de outra. Mas como somos BR, vai na fé. ",2017,2,negative
5895,"Recebi o produto e foi muito rápido e entrega.
Ótimo atendimento.",2018,5,positive
5897,Parabéns pela agilidade da entrega,2017,5,positive
5898,"Ótimo produto,entrega rápida e super bem embalado.Super recomendo!!!",2017,5,positive
5900,otimo,2017,5,positive
5902,Fiz um pedido de três relógios e só chegaram dois. Estou aguardando chegar o outro e até agora nada. Já faz três dias que recebi os dois relógios.,2017,2,negative
5903,"Produto bom, foi enviado rapidamente ",2018,5,positive
5908,Me entregaram so uma prateleira... E eu paguei por tres!!! Liguei parw reclamar e ate agora nada...,2018,1,negative
5911,"Boa qualidade, funciona perfeitamente.",2017,5,positive
5912,O produto foi entregue antes do prazo estabelecido e o valor muito competitivo.,2018,5,positive
5913,Recomendo... prefeito;,2017,5,positive
5914,"É de se chatear, você compra a mercadoria, paga o frete e tem que se aventurar para retirar sua mercadoria. Você vai porque precisa do produto porque a vontade é de desistir da compra. ",2018,3,neutral
5916,"paguei o valor pedido, mas após um tempo, recebi um e-mail dizendo que o produto tinha se esgotado. se acabou o produto, deveriam pausar o anuncio no exato momento, me senti lesado com isso.",2017,1,negative
5918,"Boa,pois foi entregue no prazo é gostei muito do produto.",2017,5,positive
5921,Ótima loja. Recomendo a todos. ,2017,5,positive
5922,Muito bom,2018,5,positive
5926,Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi,2017,3,neutral
5927,Foi me enviado apenas um dos itens. A colcha Fantasy roxa não foi enviada.,2018,1,negative
5928,"Gostei do produto, porém o visor do sensor está trincado em 2 partes, por ser um produto novo não deveria estar com estas características, como está funcionando direito deixei passar. ",2017,4,positive
5929,Aguardando a outra unidade q adquiri e paguei. ,2017,3,neutral
5930,"Loja boa recomendo,pedido chegou antes do prazo.",2017,5,positive
5933,otimo,2018,5,positive
5935,"O mini scanner não esta funcionando, preciso fazer a troca do produto",2018,1,negative
5937,"Amo comprar nas lannister, entrega muito rápida e super recomendo o site!!",2018,5,positive
5939,"Bom dia.
O produto que recebi é diferente do que a loja mostra como foto.
Gostaria de devolver o mesmo e estornar o valor do cartão.
Muito obrigado.
Att.
",2018,3,neutral
5943,"foram comprados 2 itens
CACHEPOT - RECEBIDO
BUXINHO - NAO RECEBI
",2018,1,negative
5944,"Não recebi o produto, recebi um email de vocês cancelando meu pedido e quero o meu dinheiro de volta,",2018,1,negative
5946,Veio com um amassado pequeno na tampa da bateria! Nao reclamei pois iriam alegar que foi mal manuseado... dificilmente iriam me repor. NAO quis comprar a briga!,2018,2,negative
5949,"Não recebi meu pedido, já tendo passado varias dias do prazo máximo estipulado, sem contar que a lannister nunca respondia minhas mensagens, então considero a empresa péssima.",2018,1,negative
5950,Boa Tarde! Há possibilidade de trocar o produto? O marrom não combinou com nada na minha sala. Gostaria de trocar pelo bege claro ou cinza claro. Por favor me dá um retorno. Desde já agradeço,2017,4,positive
5954,gOSTEI MUITO,2018,5,positive
5957,Produto arranhado!,2017,1,negative
5958,dfgadfgertterqt,2017,5,positive
5960,Estou super satisfeita....super recomendo,2017,2,negative
5961,"Inicialmente o pedido veio incompleto, passei uma msg a lannister (sem receber a resposta), recebi o restante do pedido 2 dias depois.",2017,4,positive
5963,Muito gostei do produto e a entrega foi rápida também !,2018,5,positive
5967,ótimo preço e entrega rápida ,2018,5,positive
5972,"Pedido chegou no prazo, produto de acordo com o anunciado.",2017,4,positive
5978,"No inicio fiquei com receio.
Adorei,rápido e pratico.
Obrigado.",2017,5,positive
5980,"Prefiro , comprar como era antes , do processo de lojas parceiras é muito ruim as mercadorias não chegam em 1 só dia . Acaba nos prejudicando , tendo que ",2017,4,positive
5984,"Produto bom, adorei",2018,5,positive
5988,muito bom comprar aqui,2018,5,positive
5989,Recomendo mas precisa melhorar o rastreamento dos produtos,2017,4,positive
5990,Produto entregue bem antes do prazo. Minha filha adorou.,2017,4,positive
5991,Adorei,2017,5,positive
5992,realizei a compra e no site tinha uma data para entrega só que essa data não foi cumprida ,2018,1,negative
5994,gostei muito ,2017,5,positive
5995,Sem comentários....,2018,2,negative
5996,"Quando inciei com as lojas lannister achei otimo, mais devido a falta de consideração nesta ultima compra que realizei fico muito triste com a falta de atenção para o cliente. Até presente data.",2017,1,negative
5997,Produto não corresponde com o produto da imagem,2017,1,negative
5998,"No anúncio dizia ""Marca--- Canon"" e eu recebi um produto ""Similar"" ""compatível"". Se eu quisesse um produto falsificado/pirata compraria na minha cidade por 10 reais, não precisaria recorrer à internet",2017,1,negative
5999,produto atrasado sem resposta da loja ,2017,1,negative
6001,"Comprei cartucho compatível com a impressora Deskjet 4580 , cartucho colorido 21 ml.
Recebi com 17 ml e na embalagem não consta o número de minha Deskjet. . O que faço ? 
",2017,4,positive
6002,Chegou no prazo e como eu esperava super recomendo ,2017,3,neutral
6004,não recebi o produto consta que o mesmo voltou para o remetente. como faço para que possa reviar-lo?,2018,2,negative
6008,O produto chegou antes do esperado e em perfeito estado! Recomendo muito.,2017,4,positive
6010,Pena que a bomba do perfume veio com defeito tive que tirar e colocar em outro frasco ,2018,4,positive
6011,A imagem mostrava o produto original mas recebi o de qualidade inferior ,2017,1,negative
6016,Td corrreto,2017,3,neutral
6018,"Recebi antes do prazo previsto, é ótimo e vai me ajudar muito na prática clinica. Recomendo!",2018,5,positive
6019,Nao,2018,1,negative
6024,produto muito bom entrega bem antes do prazo previsto recomendo sim.,2017,5,positive
6027,Produto entregue antes do prazo. Show👏🏻👏🏻👏🏻👏🏻stark sempre competente ,2017,5,positive
6029,EXCELENTE,2017,5,positive
6031,"Produto de qualidade ruim, não cabe na cama queen, que foi o tamanho adquirido.",2018,2,negative
6035,Adorei...,2018,4,positive
6036,ok,2018,5,positive
6039,Bom preço e produto.,2017,5,positive
6040,execelente,2018,5,positive
6044,Demorou para entregar e quando chegou veio errado. ,2018,2,negative
6045,Abri uma solicitação pra devolver o produto pois não veio do tamanho que necessito.,2017,3,neutral
6048,"Boa Tarde . Comprei uma Máquina de cortar cabelo com SEIS pentes, recebi uma máquina com QUATRO pentes. O atendimento foi rápido. Entrega ANTECIPADA. Apenas uma falha, eu espero. ",2017,3,neutral
6052,"Ainda não recebi meu produto, espero uma resposta de vcs, ou a devolução de um vale para fazer outra compra 
Já era pra ter sido entregue ontem dia 11/04/18
É nada ainda, fico aguardando uma respost",2018,1,negative
6055,otima,2018,5,positive
6056,"detesto receber mercadorias pelo correio, pois acabo perdendo tempo em ter que ir ate a agencia retirar, porque o correio não tem logística de entrega domiciliar, e todo lugar e área de risco",2017,3,neutral
6070,"Apesar dos transtornos causados, recomendo e continuo comprando nesta loja, não pode ser avaliada como não boa, imprevistos acontecem, ainda aguardo a entrega.",2018,4,positive
6072,recomendo,2018,4,positive
6081,Entrega parcial .2 mercadoria 1 entrega.me entregarao cortina falta conteole remoto,2018,2,negative
6083,Chegou antes do prazo.,2017,5,positive
6091,Entrega feita antes do prazo,2017,5,positive
6092,"O produto entregue é diferente do produto comprado no site e diferente da foto do produto no site, além disso, não é compatível com o aspirador de pó Electrolux Ergoeasy Titan.",2018,1,negative
6094,Preço x qualidade = Excelente,2018,5,positive
6095,Cancelei o meu pedido em 15/12/2017 e até hoje não recebi meu vale referente ao valor pago.,2018,1,negative
6098,"Eu recomendo a compra desse produto , muito bom.",2017,4,positive
6099,Linda cortina. Adorei o tecido ,2017,5,positive
6101,"Viu tudo certo produto eu perdi muito obrigado 

",2018,5,positive
6102,Gostei entregou o produto certo e até antes do prazo estipulado. muito bom!!,2017,5,positive
6103,Só não dei nota máxima pois a tampa de um dos potes veio com um pequeno amassado,2018,4,positive
6106,O produto chegou dentro do prazo.,2017,4,positive
6109,N recebi a mercadoria!!!,2018,1,negative
6113,"O produto foi entregue corretamente, mas achei o prazo de entrega muito, mas muito demorado.",2017,2,negative
6114,"Bom produto, porém o prazo de entrega primeiramente no ato da compra era um, depois da compra se esticou, depois acabei recebendo em uma data que não esperava. Não gostei da falta de informação.",2017,1,negative
6115,"Gostei muito, obrigado...
",2018,4,positive
6117,Lindo! E chegou antes do prazo.,2017,5,positive
6118,"Previsão de entrega até 06/04/2017, porém até a presente data, dia 17/04/2017, os produtos não foram entregues",2017,1,negative
6120,Ótimo ,2017,3,neutral
6122,excelente,2018,5,positive
6124,"O produto é excelente, entrega super rápida e os produtos vieram certo.",2017,3,neutral
6127,"A entrega estava prevista para o dia 16. Depois, postergada para o dia 23. E até hoje, o produto não foi entregue.
Quero uma posição por parte da empresa em relação a entrega ou o estorno da compra.",2018,2,negative
6131,A Previsão de entrega era até 05/04 a encomenda está atrasada 4 dias e se quer tive respaldo da loja.,2018,2,negative
6136,Excelente relógio perfeito ,2018,5,positive
6143,"O produto chegou antes do prazo, com todas as fases do processo documentadas. Super recomendo. 
",2017,5,positive
6147,veioo muito rapido.. e é exelente .. qualidade muito booa .. ,2018,5,positive
6149,Compra fácil. Rápida. Recomendo,2018,5,positive
6154,"Muito eficiente, recebi antes do prazo",2018,5,positive
6157,Produto muito bom...,2018,5,positive
6159,"Muito bom, prazo, entrega e produto",2018,3,neutral
6160,"Fiz a solicitação de cancelamento na mesma hora que comprei, e mesmo assim ainda não fui reembolsada.",2018,1,negative
6161,Muito boa veio tudo certinho a gente amo veio antes do prazo super indico ..,2017,5,positive
6165,O colchão é muito bom. Para quem procura uma altura considerável de colchão ele é alto. Não é um colchonete. E deu certinho no meu berço desmontável. ,2018,4,positive
